original_sentence,summary,level
"as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.|",Emotions are crucial in life and affect cognitive processes like attention.|,8
"as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.|","Emotions significantly impact our cognitive functions, such as attention.|",7
"as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.|","Emotions play a vital role in life, influencing cognitive functions like attention.|",6
"as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.|","Emotions influence cognitive processes, including attention mechanisms.|",5
"as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.|","Emotions affect our cognitive processes, such as attention mechanisms.|",4
"as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.|",Emotions affect cognitive processes like attention.|,3
"as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.|","Emotions impact cognitive functions, like attention.|",2
"as well, and also to predict people's reactions. And actually emotions are so important in our lives and have a strong influence in a lot of our cognitive processes. So for instance, they modulate our attention mechanisms and they strongly.|",Emotions impact thoughts and attention.|,1
"influence our memory and also our learning process. So emotions are so important in our lives. We imagine the AI of the future, so I'm going to ask how many of you have seen at least one of these movies.|","Our memory and learning are influenced by emotions, which are crucial in our lives. We envision future AI, and I wonder how many have seen these movies.|",9
"So most of you have seen at least one of these movies. So you know what I said, I'm not going to make any spoiler, but you know what I'm saying when I say that the machines that we.|","Many have seen these films. I won't spoil them, but you get what I mean about the machines.|",6
"So most of you have seen at least one of these movies. So you know what I said, I'm not going to make any spoiler, but you know what I'm saying when I say that the machines that we.|",You have likely watched the movies. No spoilers; you know what I mean about the machines.|,5
"So most of you have seen at least one of these movies. So you know what I said, I'm not going to make any spoiler, but you know what I'm saying when I say that the machines that we.|","Most of you watched the movies. No spoilers, but you understand about the machines.|",3
"So most of you have seen at least one of these movies. So you know what I said, I'm not going to make any spoiler, but you know what I'm saying when I say that the machines that we.|",Many saw the movies. No spoilers. You know the machines.|,1
"Imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.|","Consider a future where they have emotional intelligence. Yet, emotions are intricate, right? Even we struggle to understand others' feelings. We can gather some clues about.|",1
"Imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.|","In the future, they might have emotional intelligence. However, emotions are very complex. Even we sometimes struggle to understand others' emotions. We can get some information about.|",2
"Imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.|","In the future, everyone might be emotionally intelligent. However, emotions are complex and it's hard to read others' feelings. We can only gather some information about.|",3
"Imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.|","Imagine a future where all have emotional intelligence. Emotions are complex. Even for us, it's hard to understand others' feelings. We can only grasp some info.|",4
"Imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.|","Future could see everyone with emotional intelligence. Yet, emotions are complex. We struggle to know how others feel. We can only grasp some info.|",5
"Imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.|","In the future, everyone might have emotional intelligence. But emotions are complex and hard to understand. Even we struggle to see how others feel. We get only some info.|",6
"Imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.|","In the future, all might have emotional intelligence. Emotions are complex. Even we struggle to see how others feel. We catch some info.|",7
"Imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.|","In the future, everyone might have emotional intelligence. But emotions are complex. Even we struggle to know how others feel. We catch some info.|",8
"Imagine in the future, all of them have some kind of emotional intelligence. But on the other side, emotions are so complex, right? Even for us sometimes it's difficult to know how others feel. We can grasp some information about.|","In the future, they might have emotional intelligence. But emotions are complex. We often struggle to know how others feel. We catch some info.|",9
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are.|",Emotional states are complex and hard to understand. How can machines manage this? Emotions show changes in our behavior.|,1
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are.|",People's feelings are hard to interpret. So how do machines handle this complexity? Emotions cause various changes.|,2
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are.|",Emotions are complex and often hard to grasp. How can machines understand them? Emotions lead to noticeable changes.|,3
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are.|","Emotions are often confusing. If humans struggle to understand, how can machines? Emotions manifest in different ways.|",4
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are.|",People's feelings can be challenging to interpret. Can machines do better? Emotions result in certain changes.|,5
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are.|",Understanding emotions is tough. Can machines do it? Emotions show changes.|,7
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are.|",Emotions are hard to read. Can machines? Emotions mean changes.|,8
"the upper and emotional states of people, but it's complex sometimes to know how others feel or even how we feel. So how can machines do something that complex? Well, the thing is that when our emotions change, there are.|",It is hard to understand emotions. Machines? Emotions changing.|,9
"a lot of things that change in our body. So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression.|","Various changes happen in our body like increased heart rate, respiration, sweating, and altered facial expression when nervous.|",8
"a lot of things that change in our body. So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression.|","When nervous, heart rate and respiration increase, sweating occurs, skin activity changes, and facial expressions vary.|",7
"a lot of things that change in our body. So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression.|","Nervousness causes increased heart rate, respiration, sweating, altered skin activity, and different facial expressions.|",6
"a lot of things that change in our body. So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression.|","When nervous, heart rate and respiration rise, sweat increases, skin changes, and facial expressions shift.|",5
"a lot of things that change in our body. So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression.|","Nervousness elevates heart rate, respiration, sweating, and changes skin activity and facial expressions.|",4
"a lot of things that change in our body. So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression.|","With nervousness, heart rate, respiration, sweating rise, skin, and facial expressions change.|",3
"a lot of things that change in our body. So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression.|","Nervousness increases heart rate, respiration, sweat, skin changes, and facial expressions.|",2
"a lot of things that change in our body. So for instance, when we are nervous, usually our heart rate increases, also our respiration rate increases, we sweat, so the electrodermal activity in our skin also changes. Our facial expression.|","Nervousness increases heart rate, respiration, sweating, and changes skin activity and facial expressions.|",1
"changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.|","Our gaze patterns, pupils, blood pressure, and body postures change. We gesture differently based on feelings, and our voice and writing may change too.|",1
"changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.|","Our gaze, pupils, blood pressure, and body postures change. We gesture differently based on our feelings. Our voice and writing can also change.|",2
"changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.|","Our gaze, pupils, blood pressure, and postures change. Gestures vary with feelings. Our voice and writing change too.|",3
"changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.|","Our gaze changes, pupils change, blood pressure changes, and body postures change. Gestures vary by how we feel. Our voice and writing change.|",4
"changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.|","Our gaze, pupils, blood pressure, and body postures all change. Gestures change with our feelings. Voice and writing can change as well.|",5
"changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.|","Our gaze, pupils, blood pressure, and body postures change. Gestures change with feelings. Our voice and writing change too.|",6
"changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.|","Our gaze, pupils, blood pressure, and body postures change. Gestures vary with our feelings. Our voice and writing can also change.|",7
"changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.|","Gaze, pupil size, blood pressure, and posture all change. Gestures change with feelings. Our voice and writing change.|",8
"changes, our gaze patterns change, our pupil changes as well, our blood pressure, and we have different body postures. We use different gestures depending on how we feel. Our voice can change as well, the way we write, the way.|","Our gaze, pupils, blood pressure, and posture all change. Gestures change with feelings. Our voice and writing can change.|",9
"we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we.|",We use phones. Our signals change with emotions. Sensors capture these signals.|,9
"we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we.|","Phones typing affects signals, which change with emotions. These can be captured by sensors.|",8
"we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we.|","As we type on our phones, numerous signals alter due to our emotions, which can be recorded by various sensors.|",7
"we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we.|","Using our phones triggers many signals that vary with moods, which sensors can capture.|",6
"we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we.|","When we use phones, numerous signals modify based on our emotions. These signals can be captured by different sensors.|",5
"we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we.|",Typing on phones changes many signals that vary with emotion. Different sensors can capture these signals.|,4
"we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we.|",Using phones changes numerous signals with emotions. Sensors can capture these signals.|,3
"we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we.|","When we use phones, signals change with our emotions. Sensors can capture them.|",2
"we type in our phones, for instance. So there are a lot of signals that change with our emotions. So what we can do is all of these signals can be captured with different types of sensors. And then we.|",Phones alter signals influenced by emotions. Sensors capture these changes.|,1
"capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize.|","Capture signals, and if we have data, label emotions. We can find patterns in signals that correlate with emotions and develop algorithms to recognize them.|",9
"capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize.|",Capture signals and label data with emotions if available. We can discover emotional patterns in these signals to develop machine learning algorithms for recognition.|,8
"capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize.|",Capture signals and label data with emotions. Patterns in signals can help develop algorithms for recognizing emotions.|,7
"capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize.|","Capture signal data, label with emotions, and find patterns. This can help develop systems to recognize emotions.|",6
"capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize.|","We capture signal data, label them with emotions, and find patterns that correlate to develop algorithms.|",4
"capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize.|","Capture signal data, label emotions, find signal patterns, build algorithms that recognize emotions.|",3
"capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize.|","Capture signal data. If available, label with emotions. Identify patterns to develop recognizing algorithms.|",2
"capture these signals, and if we have data, label data with emotions, What we can do is we can try to find patterns in these signals that correlate with emotions and develop machine learning algorithms or systems that can recognize.|","Capture signals. Label with emotions if present. Find patterns, develop algorithms for recognition.|",1
"The emotions using this type of information. The same way we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.|","Analyzing emotions using specified data is similar to processing different information types. First, I will provide examples of how we can capture this emotional data.|",1
"The emotions using this type of information. The same way we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.|",Processing emotional data is like handling other information. I will first give examples of capturing emotional info.|,3
"The emotions using this type of information. The same way we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.|",Processing emotions with this data is like other data. I will show how we capture this emotional information.|,4
"The emotions using this type of information. The same way we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.|",Using this data for emotions is like other data. I'll first show capturing emotional information.|,5
"The emotions using this type of information. The same way we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.|",Using data for emotions is like other data. I'll give emotional capture examples.|,6
"The emotions using this type of information. The same way we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.|",Data for emotions is like other data. I'll show emotional capture examples.|,7
"The emotions using this type of information. The same way we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.|",Data for emotions is like other data. I'll show examples.|,8
"The emotions using this type of information. The same way we process other type of information. I'm going to focus first on the, so I'm going to talk about some examples of how can we capture this emotional information. And.|",Emotions data is like other data. I'll show examples.|,9
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research?||","Starting with visual tools, where is emotion detection research?||",9
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research?||","Let's start with visual modality, my specialty. How have cameras been used to recognize emotions? Do you know the leading research?||",7
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research?||",I specialize in vision modalities. How have cameras been utilized to detect emotions? What's the dominant research?||,6
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research?||",Vision modality is my expertise. How are cameras used for emotion detection? What's the key research?||,5
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research?||","Being an expert in vision modality, how have cameras detected emotions? What is the prominent research?||",4
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research?||","As an expert in vision modality, what has been done to recognize emotions using cameras? Which research is most popular?||",3
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research?||","As an expert in visual modalities, how have cameras been used to detect emotions? What is the leading research?||",2
"I'm going to start with vision modality, which is one of my areas of expertise. So visual modality, cameras. What has been done so far for recognizing emotions from information captured by cameras? Any idea? What's the most popular research?||","Focusing on visual modality, what are the advances in emotion detection using cameras? Which research stands out the most?||",1
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|","These software tools can detect facial key points well, track them, and match emotions from expressions.|",9
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|",The software identifies facial points and matches them with possible emotions observed from expressions.|,8
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|","This software effectively recognizes and tracks facial points, correlating them with emotions.|",7
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|","The software works well, recognizing facial points, tracking them, and matching expressions with emotions.|",6
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|","These programs can identify facial key points, track them, and compare expressions with possible emotions.|",5
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|","This software can detect facial points, track them, and match the expressions to possible emotions.|",4
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|","The software identifies facial key points, tracks them, and matches expressions to emotions observed.|",3
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|","Software recognizes and tracks facial points, and matches the faces to possible emotions.|",2
"have these softwares that work very well in recognizing some of the key points on your face, tracking these key points, and doing some matching between the emotions, so the expressions that are observed and the possible emotions that they.|","Software finds facial points, tracks them, and matches faces with emotions seen.|",1
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|","Interpreting facial emotions is hard, but the software works well in detecting patterns and key points.|",1
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|","The software detects patterns and key points well, but associating the correct emotion to an expression is challenging.|",2
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|","This software detects patterns and key points well. However, linking the right emotion to a facial expression is tough.|",3
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|","The software is proficient at recognizing patterns and key points, but it's difficult to match the correct emotion to each facial expression.|",4
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|","Recognizing facial expressions is hard, but the software is good at detecting both patterns and key points.|",5
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|","The software is good at detecting patterns and key points, though associating the correct emotion remains challenging.|",6
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|","This software is great at detecting facial expression patterns and key points, but it's hard to associate the right emotion.|",7
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|","The software excels in detecting facial expression patterns and key points, but it's tricky to identify the correct emotion.|",8
"emotion that you are expressing with the facial expression. This software works very well, so it's very well at detecting the patterns, it's very while detecting the key points, it's complicated to associate the correct emotion to an expression, a.|",The software quickly detects patterns and points but struggles to find the right emotion for each expression.|,9
